"","date","site_id","daily_mean_pm10_concentration","state","county","site_longitude","site_latitude","concurred"
"676",2019-11-30,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"677",2019-12-01,"060670010",1,"California","Sacramento",-121.49311,38.56844,"N"
"678",2019-12-02,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"679",2019-12-03,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"680",2019-12-04,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"681",2019-12-05,"060670010",14,"California","Sacramento",-121.49311,38.56844,"N"
"682",2019-12-06,"060670010",12,"California","Sacramento",-121.49311,38.56844,"N"
"683",2019-12-07,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"684",2019-12-08,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"685",2019-12-09,"060670010",11,"California","Sacramento",-121.49311,38.56844,"N"
"686",2019-12-10,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"687",2019-12-11,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"688",2019-12-12,"060670010",15,"California","Sacramento",-121.49311,38.56844,"N"
"689",2019-12-13,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"690",2019-12-14,"060670010",5,"California","Sacramento",-121.49311,38.56844,"N"
"691",2019-12-15,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"692",2019-12-16,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"693",2019-12-17,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"694",2019-12-18,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"695",2019-12-19,"060670010",10,"California","Sacramento",-121.49311,38.56844,"N"
"696",2019-12-20,"060670010",19,"California","Sacramento",-121.49311,38.56844,"N"
"697",2019-12-21,"060670010",34,"California","Sacramento",-121.49311,38.56844,"N"
"698",2019-12-22,"060670010",17,"California","Sacramento",-121.49311,38.56844,"N"
"699",2019-12-23,"060670010",9,"California","Sacramento",-121.49311,38.56844,"N"
"700",2019-12-24,"060670010",13,"California","Sacramento",-121.49311,38.56844,"N"
"701",2019-12-25,"060670010",6,"California","Sacramento",-121.49311,38.56844,"N"
"702",2019-12-26,"060670010",3,"California","Sacramento",-121.49311,38.56844,"N"
"703",2019-12-27,"060670010",8,"California","Sacramento",-121.49311,38.56844,"N"
"704",2019-12-28,"060670010",20,"California","Sacramento",-121.49311,38.56844,"N"
"705",2019-12-29,"060670010",18,"California","Sacramento",-121.49311,38.56844,"N"
"706",2019-12-30,"060670010",16,"California","Sacramento",-121.49311,38.56844,"N"
"707",2019-12-31,"060670010",22,"California","Sacramento",-121.49311,38.56844,"N"
"708",2020-01-01,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"709",2020-01-02,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"710",2020-01-03,"410392013",22,"Oregon","Lane",-122.480487,43.744352,"N"
"711",2020-01-04,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"712",2020-01-05,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"713",2020-01-06,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"714",2020-01-07,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"715",2020-01-08,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"716",2020-01-09,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"717",2020-01-10,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"718",2020-01-11,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"719",2020-01-12,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"720",2020-01-13,"410392013",20,"Oregon","Lane",-122.480487,43.744352,"N"
"721",2020-01-14,"410392013",29,"Oregon","Lane",-122.480487,43.744352,"N"
"722",2020-01-15,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"723",2020-01-16,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"724",2020-01-17,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"725",2020-01-18,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"726",2020-01-19,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"727",2020-01-20,"410392013",17,"Oregon","Lane",-122.480487,43.744352,"N"
"728",2020-01-21,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"729",2020-01-22,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"730",2020-01-23,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"731",2020-01-24,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"732",2020-01-25,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"733",2020-01-26,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"734",2020-01-27,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"735",2020-01-28,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"736",2020-01-29,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"737",2020-01-31,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"738",2020-02-01,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"739",2020-02-02,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"740",2020-02-03,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"741",2020-02-04,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"742",2020-02-05,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"743",2020-02-06,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"744",2020-02-07,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"745",2020-02-08,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"746",2020-02-09,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"747",2020-02-10,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"748",2020-02-11,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"749",2020-02-12,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"750",2020-02-13,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"751",2020-02-14,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"752",2020-02-15,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"753",2020-02-16,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"754",2020-02-17,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"755",2020-02-18,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"756",2020-02-19,"410392013",34,"Oregon","Lane",-122.480487,43.744352,"N"
"757",2020-02-20,"410392013",38,"Oregon","Lane",-122.480487,43.744352,"N"
"758",2020-02-21,"410392013",29,"Oregon","Lane",-122.480487,43.744352,"N"
"759",2020-02-22,"410392013",31,"Oregon","Lane",-122.480487,43.744352,"N"
"760",2020-02-23,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"761",2020-02-24,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"762",2020-02-25,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"763",2020-02-26,"410392013",20,"Oregon","Lane",-122.480487,43.744352,"N"
"764",2020-02-27,"410392013",18,"Oregon","Lane",-122.480487,43.744352,"N"
"765",2020-02-28,"410392013",22,"Oregon","Lane",-122.480487,43.744352,"N"
"766",2020-02-29,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"767",2020-03-01,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"768",2020-03-02,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"769",2020-03-03,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"770",2020-03-04,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"771",2020-03-05,"410392013",18,"Oregon","Lane",-122.480487,43.744352,"N"
"772",2020-03-06,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"773",2020-03-07,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"774",2020-03-08,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"775",2020-03-09,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"776",2020-03-10,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"777",2020-03-11,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"778",2020-03-12,"410392013",20,"Oregon","Lane",-122.480487,43.744352,"N"
"779",2020-03-13,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"780",2020-03-14,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"781",2020-03-15,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"782",2020-03-16,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"783",2020-03-17,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"784",2020-03-18,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"785",2020-03-19,"410392013",18,"Oregon","Lane",-122.480487,43.744352,"N"
"786",2020-03-20,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"787",2020-03-21,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"788",2020-03-22,"410392013",18,"Oregon","Lane",-122.480487,43.744352,"N"
"789",2020-03-23,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"790",2020-03-24,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"791",2020-03-25,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"792",2020-03-26,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"793",2020-03-27,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"794",2020-03-28,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"795",2020-03-29,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"796",2020-03-30,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"797",2020-03-31,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"798",2020-04-01,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"799",2020-04-02,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"800",2020-04-03,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"801",2020-04-04,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"802",2020-04-05,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"803",2020-04-06,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"804",2020-04-07,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"805",2020-04-16,"410392013",25,"Oregon","Lane",-122.480487,43.744352,"N"
"806",2020-04-17,"410392013",20,"Oregon","Lane",-122.480487,43.744352,"N"
"807",2020-04-18,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"808",2020-04-19,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"809",2020-04-20,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"810",2020-04-21,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"811",2020-04-22,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"812",2020-04-23,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"813",2020-04-24,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"814",2020-04-25,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"815",2020-04-26,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"816",2020-04-27,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"817",2020-04-28,"410392013",3,"Oregon","Lane",-122.480487,43.744352,"N"
"818",2020-04-29,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"819",2020-04-30,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"820",2020-05-01,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"821",2020-05-02,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"822",2020-05-03,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"823",2020-05-04,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"824",2020-05-05,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"825",2020-05-06,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"826",2020-05-07,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"827",2020-05-08,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"828",2020-05-09,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"829",2020-05-10,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"830",2020-05-11,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"831",2020-05-12,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"832",2020-05-13,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"833",2020-05-14,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"834",2020-05-15,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"835",2020-05-16,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"836",2020-05-17,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"837",2020-05-18,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"838",2020-05-19,"410392013",3,"Oregon","Lane",-122.480487,43.744352,"N"
"839",2020-05-20,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"840",2020-05-21,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"841",2020-05-22,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"842",2020-05-23,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"843",2020-05-24,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"844",2020-05-25,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"845",2020-05-26,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"846",2020-05-27,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"847",2020-05-28,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"848",2020-05-29,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"849",2020-05-30,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"850",2020-05-31,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"851",2020-06-01,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"852",2020-06-02,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"853",2020-06-03,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"854",2020-06-04,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"855",2020-06-05,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"856",2020-06-06,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"857",2020-06-07,"410392013",3,"Oregon","Lane",-122.480487,43.744352,"N"
"858",2020-06-08,"410392013",3,"Oregon","Lane",-122.480487,43.744352,"N"
"859",2020-06-09,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"860",2020-06-10,"410392013",3,"Oregon","Lane",-122.480487,43.744352,"N"
"861",2020-06-11,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"862",2020-06-12,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"863",2020-06-13,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"864",2020-06-14,"410392013",3,"Oregon","Lane",-122.480487,43.744352,"N"
"865",2020-06-15,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"866",2020-06-16,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"867",2020-06-17,"410392013",3,"Oregon","Lane",-122.480487,43.744352,"N"
"868",2020-06-18,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"869",2020-06-19,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"870",2020-06-20,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"871",2020-06-21,"410392013",1,"Oregon","Lane",-122.480487,43.744352,"N"
"872",2020-06-22,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"873",2020-06-23,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"874",2020-06-24,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"875",2020-06-25,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"876",2020-06-26,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"877",2020-06-27,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"878",2020-06-28,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"879",2020-06-29,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"880",2020-06-30,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"881",2020-07-01,"410392013",4,"Oregon","Lane",-122.480487,43.744352,"N"
"882",2020-07-02,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"883",2020-07-03,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"884",2020-07-04,"410392013",30,"Oregon","Lane",-122.480487,43.744352,"N"
"885",2020-07-05,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"886",2020-07-06,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"887",2020-07-07,"410392013",3,"Oregon","Lane",-122.480487,43.744352,"N"
"888",2020-07-08,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"889",2020-07-09,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"890",2020-07-10,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"891",2020-07-11,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"892",2020-07-12,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"893",2020-07-13,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"894",2020-07-14,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"895",2020-07-15,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"896",2020-07-16,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"897",2020-07-17,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"898",2020-07-18,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"899",2020-07-19,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"900",2020-07-20,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"901",2020-07-21,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"902",2020-07-22,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"903",2020-07-23,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"904",2020-07-24,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"905",2020-07-25,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"906",2020-07-26,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"907",2020-07-27,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"908",2020-07-28,"410392013",20,"Oregon","Lane",-122.480487,43.744352,"N"
"909",2020-07-29,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"910",2020-07-30,"410392013",31,"Oregon","Lane",-122.480487,43.744352,"N"
"911",2020-07-31,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"912",2020-08-01,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"913",2020-08-02,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"914",2020-08-03,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"915",2020-08-04,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"916",2020-08-05,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"917",2020-08-06,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"918",2020-08-07,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"919",2020-08-08,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"920",2020-08-09,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"921",2020-08-10,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"922",2020-08-11,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"923",2020-08-12,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"924",2020-08-13,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"925",2020-08-14,"410392013",18,"Oregon","Lane",-122.480487,43.744352,"N"
"926",2020-08-15,"410392013",17,"Oregon","Lane",-122.480487,43.744352,"N"
"927",2020-08-16,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"928",2020-08-17,"410392013",18,"Oregon","Lane",-122.480487,43.744352,"N"
"929",2020-08-18,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"930",2020-08-19,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"931",2020-08-20,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"932",2020-08-21,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"933",2020-08-22,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"934",2020-08-23,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"935",2020-08-24,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"936",2020-08-25,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"937",2020-08-26,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"938",2020-08-27,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"939",2020-08-28,"410392013",17,"Oregon","Lane",-122.480487,43.744352,"N"
"940",2020-08-29,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"941",2020-08-30,"410392013",14,"Oregon","Lane",-122.480487,43.744352,"N"
"942",2020-08-31,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"943",2020-09-01,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"944",2020-09-02,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"945",2020-09-03,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"946",2020-09-04,"410392013",24,"Oregon","Lane",-122.480487,43.744352,"N"
"947",2020-09-05,"410392013",35,"Oregon","Lane",-122.480487,43.744352,"N"
"948",2020-09-06,"410392013",27,"Oregon","Lane",-122.480487,43.744352,"N"
"949",2020-09-07,"410392013",98,"Oregon","Lane",-122.480487,43.744352,"N"
"950",2020-09-10,"410392013",200,"Oregon","Lane",-122.480487,43.744352,"N"
"951",2020-09-11,"410392013",274,"Oregon","Lane",-122.480487,43.744352,"Y"
"952",2020-09-12,"410392013",591,"Oregon","Lane",-122.480487,43.744352,"Y"
"953",2020-09-13,"410392013",423,"Oregon","Lane",-122.480487,43.744352,"Y"
"954",2020-09-14,"410392013",305,"Oregon","Lane",-122.480487,43.744352,"Y"
"955",2020-09-15,"410392013",314,"Oregon","Lane",-122.480487,43.744352,"Y"
"956",2020-09-16,"410392013",237,"Oregon","Lane",-122.480487,43.744352,"Y"
"957",2020-09-17,"410392013",172,"Oregon","Lane",-122.480487,43.744352,"N"
"958",2020-09-18,"410392013",48,"Oregon","Lane",-122.480487,43.744352,"N"
"959",2020-09-19,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"960",2020-09-20,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"961",2020-09-21,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"962",2020-09-22,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"963",2020-09-23,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"964",2020-09-24,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"965",2020-09-25,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"966",2020-09-26,"410392013",5,"Oregon","Lane",-122.480487,43.744352,"N"
"967",2020-09-27,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"968",2020-09-28,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"969",2020-09-29,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"970",2020-09-30,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"971",2020-10-01,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"972",2020-10-02,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"973",2020-10-03,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"974",2020-10-04,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"975",2020-10-05,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"976",2020-10-06,"410392013",16,"Oregon","Lane",-122.480487,43.744352,"N"
"977",2020-10-07,"410392013",26,"Oregon","Lane",-122.480487,43.744352,"N"
"978",2020-10-08,"410392013",35,"Oregon","Lane",-122.480487,43.744352,"N"
"979",2020-10-09,"410392013",26,"Oregon","Lane",-122.480487,43.744352,"N"
"980",2020-10-10,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"981",2020-10-11,"410392013",6,"Oregon","Lane",-122.480487,43.744352,"N"
"982",2020-10-12,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"983",2020-10-13,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"984",2020-10-14,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"985",2020-10-15,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"986",2020-10-16,"410392013",11,"Oregon","Lane",-122.480487,43.744352,"N"
"987",2020-10-17,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"988",2020-10-18,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"989",2020-10-19,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"990",2020-10-20,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
"991",2020-10-21,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"992",2020-10-22,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"993",2020-10-23,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"994",2020-10-24,"410392013",8,"Oregon","Lane",-122.480487,43.744352,"N"
"995",2020-10-25,"410392013",18,"Oregon","Lane",-122.480487,43.744352,"N"
"996",2020-10-26,"410392013",29,"Oregon","Lane",-122.480487,43.744352,"N"
"997",2020-10-27,"410392013",36,"Oregon","Lane",-122.480487,43.744352,"N"
"998",2020-10-28,"410392013",23,"Oregon","Lane",-122.480487,43.744352,"N"
"999",2020-10-29,"410392013",17,"Oregon","Lane",-122.480487,43.744352,"N"
"1000",2020-10-30,"410392013",15,"Oregon","Lane",-122.480487,43.744352,"N"
"1001",2020-10-31,"410392013",12,"Oregon","Lane",-122.480487,43.744352,"N"
"1002",2020-11-01,"410392013",19,"Oregon","Lane",-122.480487,43.744352,"N"
"1003",2020-11-02,"410392013",23,"Oregon","Lane",-122.480487,43.744352,"N"
"1004",2020-11-07,"410392013",7,"Oregon","Lane",-122.480487,43.744352,"N"
"1005",2020-11-08,"410392013",13,"Oregon","Lane",-122.480487,43.744352,"N"
"1006",2020-11-09,"410392013",10,"Oregon","Lane",-122.480487,43.744352,"N"
"1007",2020-11-10,"410392013",9,"Oregon","Lane",-122.480487,43.744352,"N"
