"","date","site_id","daily_max_8_hour_ozone_concentration","state","county","site_longitude","site_latitude","concurred"
"239",2018-08-30,"060570005",0.054,"California","Nevada",-121.055608,39.2334770009245,"N"
"240",2018-08-31,"060570005",0.057,"California","Nevada",-121.055608,39.2334770009245,"N"
"241",2018-09-01,"060570005",0.059,"California","Nevada",-121.055608,39.2334770009245,"N"
"242",2018-09-02,"060570005",0.067,"California","Nevada",-121.055608,39.2334770009245,"N"
"243",2018-09-03,"060570005",0.065,"California","Nevada",-121.055608,39.2334770009245,"N"
"244",2018-09-04,"060570005",0.071,"California","Nevada",-121.055608,39.2334770009245,"N"
"245",2018-09-05,"060570005",0.066,"California","Nevada",-121.055608,39.2334770009245,"N"
"246",2018-09-06,"060570005",0.052,"California","Nevada",-121.055608,39.2334770009245,"N"
"247",2018-09-07,"060570005",0.055,"California","Nevada",-121.055608,39.2334770009245,"N"
"248",2018-09-08,"060570005",0.052,"California","Nevada",-121.055608,39.2334770009245,"N"
"249",2018-09-09,"060570005",0.056,"California","Nevada",-121.055608,39.2334770009245,"N"
"250",2018-09-10,"060570005",0.063,"California","Nevada",-121.055608,39.2334770009245,"N"
"251",2018-09-11,"060570005",0.061,"California","Nevada",-121.055608,39.2334770009245,"N"
"252",2018-09-12,"060570005",0.047,"California","Nevada",-121.055608,39.2334770009245,"N"
"253",2018-09-13,"060570005",0.048,"California","Nevada",-121.055608,39.2334770009245,"N"
"254",2018-09-14,"060570005",0.054,"California","Nevada",-121.055608,39.2334770009245,"N"
"255",2018-09-15,"060570005",0.049,"California","Nevada",-121.055608,39.2334770009245,"N"
"256",2018-09-16,"060570005",0.052,"California","Nevada",-121.055608,39.2334770009245,"N"
"257",2018-09-17,"060570005",0.061,"California","Nevada",-121.055608,39.2334770009245,"N"
"258",2018-09-18,"060570005",0.061,"California","Nevada",-121.055608,39.2334770009245,"N"
"259",2018-09-19,"060570005",0.056,"California","Nevada",-121.055608,39.2334770009245,"N"
"260",2018-09-20,"060570005",0.075,"California","Nevada",-121.055608,39.2334770009245,"N"
"261",2018-09-21,"060570005",0.077,"California","Nevada",-121.055608,39.2334770009245,"N"
"262",2018-09-22,"060570005",0.07,"California","Nevada",-121.055608,39.2334770009245,"N"
"263",2018-09-23,"060570005",0.052,"California","Nevada",-121.055608,39.2334770009245,"N"
"264",2018-09-24,"060570005",0.056,"California","Nevada",-121.055608,39.2334770009245,"N"
"265",2018-09-25,"060570005",0.055,"California","Nevada",-121.055608,39.2334770009245,"N"
"266",2018-09-26,"060570005",0.063,"California","Nevada",-121.055608,39.2334770009245,"N"
"267",2018-09-27,"060570005",0.066,"California","Nevada",-121.055608,39.2334770009245,"N"
"268",2018-09-28,"060570005",0.072,"California","Nevada",-121.055608,39.2334770009245,"N"
"269",2018-09-29,"060570005",0.042,"California","Nevada",-121.055608,39.2334770009245,"N"
"270",2018-09-30,"060570005",0.045,"California","Nevada",-121.055608,39.2334770009245,"N"
"271",2018-10-01,"060570005",0.048,"California","Nevada",-121.055608,39.2334770009245,"N"
"272",2018-10-02,"060570005",0.049,"California","Nevada",-121.055608,39.2334770009245,"N"
"273",2018-10-03,"060570005",0.036,"California","Nevada",-121.055608,39.2334770009245,"N"
"274",2018-10-04,"060570005",0.032,"California","Nevada",-121.055608,39.2334770009245,"N"
"275",2018-10-05,"060570005",0.039,"California","Nevada",-121.055608,39.2334770009245,"N"
"276",2018-10-06,"060570005",0.039,"California","Nevada",-121.055608,39.2334770009245,"N"
"277",2018-10-07,"060570005",0.044,"California","Nevada",-121.055608,39.2334770009245,"N"
"278",2018-10-08,"060570005",0.042,"California","Nevada",-121.055608,39.2334770009245,"N"
"279",2018-10-09,"060570005",0.05,"California","Nevada",-121.055608,39.2334770009245,"N"
